trace_id,true_label,if_score,lstm_score,xgb_score,overall_score,action
dfafbba6-2e80-4531-a9c7-c613ac72726e,1,0.467128,0.000137,0.987663,0.987663,BLOCK
ae07f848-c5da-437e-ae1f-0f09d135fde7,1,0.618589,0.000137,0.987663,0.987663,BLOCK
94ae11a6-0b36-417f-8bad-756b6aacedc4,1,0.422218,0.000137,0.987663,0.987663,BLOCK
3d2898d9-9a92-491a-90ab-105ce4655604,1,0.618589,0.499994,0.987663,0.987663,BLOCK
90ff0d7c-ed46-4f7c-9bef-4709074f7aea,1,0.618589,0.499994,0.987663,0.987663,BLOCK
7f369172-06c9-42d4-a689-90255a050414,1,0.453225,0.000137,0.987663,0.987663,BLOCK
681df36c-1de8-4112-bc8b-0996733c94a5,1,0.618589,0.000137,0.987663,0.987663,BLOCK
1589453a-2587-4a25-aee1-631f89799bd2,1,0.599243,0.000137,0.987663,0.987663,BLOCK
15fa407e-4aeb-4b28-b798-76bfe6805ac8,1,0.618589,0.000137,0.987663,0.987663,BLOCK
b849492e-d9d8-46ce-842f-97e4f4f8936b,1,0.618589,0.499994,0.987663,0.987663,BLOCK
2ec7bec9-e041-437b-abe1-f54d13e3f835,1,0.618589,0.000137,0.987663,0.987663,BLOCK
0cc53750-85c7-4063-9c19-5ec825975bd1,1,0.482293,0.000137,0.987663,0.987663,BLOCK
126af17b-a9ac-4056-87ac-8fdeaa1aa936,1,0.618589,0.499994,0.987663,0.987663,BLOCK
88405b45-f33c-470b-a8c5-84c479da7af9,1,0.618589,0.000137,0.987663,0.987663,BLOCK
7a046c8e-d0ac-4a6f-b7a4-4fbe9e5c59c3,1,0.575276,0.000137,0.987663,0.987663,BLOCK
8b5028fe-e231-4e46-a1b6-8b4f2cb87807,1,0.618589,0.499994,0.987663,0.987663,BLOCK
50df49f8-57ca-4b63-814c-d7e3aada1e7e,1,0.618589,0.499994,0.987663,0.987663,BLOCK
f569ffd0-d35d-4eae-b403-725ca5680ed6,1,0.618589,0.499994,0.987663,0.987663,BLOCK
5ec2093d-7819-47c4-b51d-8a218d9f6d66,1,0.618589,0.000137,0.987663,0.987663,BLOCK
289b9315-6e8e-4324-b402-1db8f67ef30f,1,0.618589,0.499994,0.987663,0.987663,BLOCK
cbcd1f63-9320-4da3-b014-17322861a254,1,0.593612,0.499994,0.987663,0.987663,BLOCK
045371f4-f921-4929-891c-604915975f6e,1,0.618589,0.499994,0.987663,0.987663,BLOCK
7224f9d3-2def-468f-bd4e-6b756e7523d9,1,0.618589,0.000137,0.987663,0.987663,BLOCK
145b576b-e56b-4615-adcf-8222114e3822,1,0.618589,0.000137,0.987663,0.987663,BLOCK
3fbfdee6-f642-4cd3-aa34-81c0eccecd3d,1,0.618589,0.499994,0.987663,0.987663,BLOCK
932250a7-3f24-4b69-b543-3cd5e759c299,1,0.618589,0.499994,0.987663,0.987663,BLOCK
6257feed-332d-4aa2-a9d3-68efb61ff64d,1,0.618589,0.499994,0.987663,0.987663,BLOCK
3d95809d-268d-4070-a077-0def1c55b464,1,0.618589,0.499994,0.987663,0.987663,BLOCK
e329d305-05b1-4271-922b-6131a2fc6702,1,0.618589,0.000137,0.987663,0.987663,BLOCK
0afd5462-5f52-43ec-aed1-751502484e1e,1,0.472813,0.499994,0.987663,0.987663,BLOCK
8c1ece9a-4b2c-44d3-8285-fc4fd8869150,1,0.618589,0.499994,0.987663,0.987663,BLOCK
a04a4972-a1b3-434b-b242-ed2d8751b66a,1,0.618589,0.499994,0.987663,0.987663,BLOCK
4ecbe35e-9e3f-455e-ae7d-eb8343d39fe4,1,0.491442,0.499994,0.987663,0.987663,BLOCK
3ede630c-b9b9-4942-9847-e6245750efb3,1,0.499472,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-20T13:10:35.097931+00:00
530bfe78-0e07-4204-a0c2-aaa9f3fcd1f7,1,0.41716,0.000137,0.987663,1.0,BLOCK,llama3.2:3b,2026-08-20T13:10:38.230910+00:00
c51e53ad-1405-4d43-adb1-3af12055cf46,1,0.42265,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-20T13:10:40.982604+00:00
56b728d0-f092-47db-957a-1cd11702bf9c,1,0.404358,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-20T13:10:44.148345+00:00
3f2e6e3a-23e8-42df-a502-b2d87c8cec21,1,0.553843,1e-05,0.004932,0.98,BLOCK,llama3.2:3b,2026-08-20T13:10:48.691688+00:00
de808da5-4388-4c85-ab92-5d264580a6c0,1,0.409835,0.000137,0.987663,1.0,BLOCK,llama3.2:3b,2026-08-20T13:10:51.990850+00:00
dc75bb24-9a2c-45bf-97a4-dfd29cefe79e,0,0.318367,1.5e-05,0.004932,0.1098,ALLOW,llama3.2:3b,2026-08-20T13:10:54.100605+00:00
ba0dca9c-40a2-4152-9b63-49e9366ec86a,0,0.554496,1.5e-05,0.004932,0.1721,ALLOW,llama3.2:3b,2026-08-20T13:10:57.508499+00:00
84977c8a-a01b-48d0-b81d-838f75e16ec9,0,0.547616,1.9e-05,0.004932,0.1676,ALLOW,llama3.2:3b,2026-08-20T13:11:20.562454+00:00
e5199d5f-e6ed-4ed1-b954-29b49a1a24ce,0,0.558747,1.5e-05,0.004932,0.113482,ALLOW,llama3.2:3b,2026-08-20T13:11:39.735079+00:00
7920d2af-a9da-400f-b4d1-6a0c849ffd48,0,0.377154,1.5e-05,0.004932,0.2469,ALLOW,llama3.2:3b,2026-08-20T13:11:42.776694+00:00
030ca10a-7f70-4fab-8efa-49e2619a8429,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-20T13:18:23.055201+00:00
8e5d756b-4dc7-4d25-966f-38da765627cd,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-20T13:24:28.648348+00:00
35c82cf8-1c95-4933-a979-795c20ec47f4,0,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-20T13:27:40.885169+00:00
8271d1ac-c9e4-476d-acc2-758166e7712f,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-20T13:29:03.947168+00:00
a61cebf1-19f5-4832-b7ea-3abe4c1b612a,1,0.574733,1.5e-05,0.004932,0.6017,BLOCK,llama3.2:3b,2026-08-20T13:35:28.797136+00:00
a11ed108-32ab-4c4a-bb83-eadf59e9a6bc,0,0.557945,1.5e-05,0.004932,0.5667,FLAG_FOR_REVIEW,llama3.2:3b,2026-08-20T13:37:09.908765+00:00
239b4d09-5e1e-48c6-a225-90e98ab5959d,1,0.566586,1.5e-05,0.004932,0.6017,BLOCK,llama3.2:3b,2026-08-20T13:41:49.068504+00:00
46ce17a7-d793-4c45-8e09-404d07d6d5d5,1,0.618589,0.000137,0.987663,0.987663,BLOCK,hermes3:8b,2026-08-20T14:12:57.700058+00:00
ea4d139f-3411-4e5c-8521-b2a4e42362de,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T07:58:13.710528+00:00
ecdf8e2c-b35d-4076-b513-1b8bd1bc18fa,1,0.605502,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T08:00:48.203471+00:00
af127c05-56e7-47ec-ae72-21a49d80727a,0,0.552829,1.5e-05,0.004932,0.112299,ALLOW,llama3.2:3b,2026-08-26T08:00:52.507277+00:00
85f7c2a1-7f8f-48a9-91d5-1bde672dab5e,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T08:24:46.963035+00:00
fd82c699-18b6-4b74-b2d9-5278f92ba8e6,0,0.549637,1.5e-05,0.004932,0.1657,ALLOW,llama3.2:3b,2026-08-26T14:37:49.762022+00:00
da34c16f-0625-4019-a76d-99ca115cbf33,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T14:38:04.206407+00:00
d9f671d2-8b35-4039-8fe1-e17427587fa8,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T14:38:46.415624+00:00
177bb93c-9ae4-4885-b5a3-3a895d9d9e89,1,0.401408,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T14:41:14.483500+00:00
79879731-7846-423b-8f5a-7f8ed7228bd3,1,0.618589,0.000137,0.987663,0.987663,BLOCK,phi3:3.8b,2026-08-26T14:42:57.360273+00:00
d3892332-eb68-4130-9f4c-75c946febc17,0,0.559287,1.5e-05,0.004932,0.11359,ALLOW,phi3:3.8b,2026-08-26T14:45:27.619195+00:00
b88bb8b2-58e1-41f2-a4e8-ab075cb9faa8,0,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T14:45:58.774338+00:00
d69c72e9-41fa-42f5-997d-276f2772735b,0,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T14:46:14.377833+00:00
7deb301b-b9ee-4566-a3e7-40cea5c3d714,0,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T14:47:00.135181+00:00
0e74202b-ced3-4116-92f4-b2baa44b9856,0,0.292548,9e-06,0.004932,0.267,ALLOW,llama3.2:3b,2026-08-26T14:47:39.010452+00:00
772c1d45-9504-46ea-bc4c-63d6923ad494,1,0.558747,1.5e-05,0.004932,0.6754,BLOCK,llama3.2:3b,2026-08-26T14:48:10.434790+00:00
10bcf4fc-ea6f-4fd0-ad26-ee3a65bb7127,0,0.576281,1.9e-05,0.004932,0.116991,ALLOW,llama3.2:3b,2026-08-26T14:52:27.152533+00:00
daf80539-ab32-4b0c-ae0a-cd005c77222b,0,0.339508,1.5e-05,0.004932,0.069635,ALLOW,llama3.2:3b,2026-08-26T14:54:49.869633+00:00
a5ad5f95-6135-47a9-8cb9-5742c206a035,0,0.567589,1.5e-05,0.004932,0.3,FLAG_FOR_REVIEW,llama3.2:3b,2026-08-26T14:55:47.829894+00:00
02d49dbe-4291-42c4-a69d-7f7ee1f38457,1,0.557945,1.5e-05,0.004932,0.6178,BLOCK,llama3.2:3b,2026-08-26T14:56:00.117893+00:00
e1e30d36-39f5-41e6-8c4d-55a312035ac9,0,0.562699,1.5e-05,0.004932,0.3,FLAG_FOR_REVIEW,llama3.2:3b,2026-08-26T14:56:18.376927+00:00
c71dd88e-1681-42db-85bf-1dda16a06e1b,0,0.550792,1.5e-05,0.004932,0.111891,ALLOW,llama3.2:3b,2026-08-26T14:56:24.325489+00:00
cdf39bd0-ecb6-4c8b-8e44-3ecc787044a1,0,0.558167,1.5e-05,0.004932,0.3,FLAG_FOR_REVIEW,llama3.2:3b,2026-08-26T14:56:39.745599+00:00
2ae09b3a-c438-4e65-a76d-3bd6f8d7bac5,0,0.562449,1.5e-05,0.004932,0.114223,ALLOW,llama3.2:3b,2026-08-26T14:57:25.745445+00:00
c324db26-e867-4db9-9a20-c49a99a1723e,0,0.557229,1.5e-05,0.004932,0.3,FLAG_FOR_REVIEW,llama3.2:3b,2026-08-26T14:58:03.891978+00:00
b15a8acd-2b5b-4d76-8e9d-23fd7763b48c,0,0.582947,1.5e-05,0.004932,0.3,FLAG_FOR_REVIEW,llama3.2:3b,2026-08-26T14:58:40.967675+00:00
c11ee302-a339-493c-89cf-bdc264ab9063,0,0.345268,1.5e-05,0.004932,0.070787,ALLOW,llama3.2:3b,2026-08-26T15:18:15.130611+00:00
b62fce30-50d4-4e96-b8e3-3d33fe0741aa,0,0.281429,1.5e-05,0.004932,0.058019,ALLOW,llama3.2:3b,2026-08-26T15:18:31.871666+00:00
0cf2dec6-7fa1-4f5a-a34f-3f5cd6a9ce5f,0,0.558747,1.5e-05,0.004932,0.113482,ALLOW,llama3.2:3b,2026-08-26T15:18:46.396113+00:00
f00ba25d-00fa-4569-aa3c-37c217fadbe6,0,0.564006,1.5e-05,0.004932,0.114534,ALLOW,llama3.2:3b,2026-08-26T15:19:09.848185+00:00
5e49ab3e-a1f0-4f51-902d-d4656e09009c,1,0.51899,1.5e-05,0.004932,0.92,BLOCK,llama3.2:3b,2026-08-26T15:20:17.966081+00:00
42bdf7cb-e9ca-4838-9d78-408b5c8010dd,1,0.558747,1.5e-05,0.004932,0.7306,BLOCK,llama3.2:3b,2026-08-26T15:21:15.171598+00:00
cd221280-166e-4ed4-ba6a-34c1bde2f228,1,0.557229,1.5e-05,0.004932,0.7306,BLOCK,llama3.2:3b,2026-08-26T15:38:52.505976+00:00
5e5b4342-497b-47e7-8ef9-f9b318eadfcb,1,0.402269,0.000137,0.987663,1.0,BLOCK,llama3.2:3b,2026-08-26T15:39:37.988100+00:00
d980667a-37d1-4336-a3ca-805fba79a3f6,1,0.564159,1.5e-05,0.004932,0.7306,BLOCK,llama3.2:3b,2026-08-26T15:48:54.057514+00:00
cdcb6189-913e-4531-ba44-dea5a78d2df5,1,0.618589,0.000137,0.987663,0.987663,BLOCK,llama3.2:3b,2026-08-26T16:28:07.990833+00:00
38f5ec7e-be93-4a2a-9a15-161d0150feaf,0,0.497483,1.5e-05,0.004932,0.10123,ALLOW,llama3.2:3b,2026-08-28T07:46:14.307102+00:00
e9433703-e7d6-40f0-85c0-84b693d5309c,0,0.563321,1.5e-05,0.004932,0.114397,ALLOW,llama3.2:3b,2026-08-28T07:46:53.056688+00:00
