trace_id,true_label,if_score,lstm_score,xgb_score,overall_score,action
8adcc450-eb8d-43df-97e4-2633b5349cf8,0,0.483481,1.5e-05,0.004932,0.098429,ALLOW
b8f2fed9-5b20-4db5-b85f-ec42167d31d3,0,0.375834,1.9e-05,0.004932,0.076902,ALLOW
e7a4771e-c383-48aa-8000-b7ee326a4089,0,0.505702,1e-05,0.004932,0.102871,ALLOW
e02aa32a-331a-41da-b11c-b31943335ddd,0,0.333968,1e-05,0.004932,0.068524,ALLOW
8b831621-9715-4c7e-ad96-6d98d396ae61,0,0.330559,1e-05,0.004932,0.067842,ALLOW
efe9c6ed-925c-496c-bc7b-d3faf2999074,0,0.300027,1e-05,0.004932,0.061736,ALLOW
c08233c6-f93a-46d6-96d0-ae81553d9c31,0,0.319809,1.5e-05,0.004932,0.065695,ALLOW
60a30ff4-11ac-469f-bf1e-9e482ed4dcf2,0,0.375592,1e-05,0.004932,0.076849,ALLOW
28e2ad44-7ada-45da-860f-a725fbed5343,0,0.322551,1e-05,0.004932,0.066241,ALLOW
965188bf-f714-48b4-b814-32fb954b9939,0,0.3244,9e-06,0.004932,0.06661,ALLOW
dac7f74f-a175-4fb3-86d8-cc376b70da23,0,0.314842,1.5e-05,0.004932,0.064701,ALLOW
9eb7a06d-7ab1-4875-99c1-e4e231d9e97d,0,0.307849,9e-06,0.004932,0.0633,ALLOW
e1fed3f4-6ff5-4786-80db-ef7d3fc91536,0,0.337407,1.5e-05,0.004932,0.069214,ALLOW
5df7ebba-449b-42d4-b01b-7090a83ba0ac,0,0.365166,1.9e-05,0.004932,0.074768,ALLOW
5e252b90-b2b5-4b3d-b4be-ed8637a93699,0,0.32258,1.5e-05,0.004932,0.066249,ALLOW
cc19be0f-338e-4ab3-bb36-a5dffa5e4276,0,0.409528,1.5e-05,0.004932,0.083639,ALLOW
82dc9155-de26-4d00-80a9-9864790b326d,0,0.286092,9e-06,0.004932,0.058949,ALLOW
cb91eff5-2e14-4c93-b939-9c7995cbe559,0,0.341012,1.5e-05,0.004932,0.069935,ALLOW
92be009e-0bbc-48e6-bbaa-41d3f0d9502a,0,0.493975,1e-05,0.004932,0.100526,ALLOW
08961831-9a85-47dc-a1d6-cd29d031a59f,0,0.360562,1.5e-05,0.004932,0.073845,ALLOW
a173e6fe-80fb-413e-94f6-76b09bbc82cf,0,0.388614,1.5e-05,0.004932,0.079456,ALLOW
ea379ee8-9cc2-49de-a762-5cf8ebd8c93c,0,0.320112,1.9e-05,0.004932,0.065757,ALLOW
9c1f176d-a5f7-4ea2-a614-57601f509f06,0,0.398138,1.9e-05,0.004932,0.081362,ALLOW
d6df2d22-d622-44c9-a3c3-29d68c707ce4,0,0.290727,1.5e-05,0.004932,0.059878,ALLOW
872b6191-3ff8-43e7-986d-0b9ba7096e64,0,0.301593,1.9e-05,0.004932,0.062053,ALLOW
883e13ef-1fd4-4123-b87f-a4adc47ae6be,0,0.272549,1.5e-05,0.004932,0.056243,ALLOW
c5edcb84-7b24-42d1-bd93-03cc5fa1f5eb,0,0.484279,1.5e-05,0.004932,0.098589,ALLOW
a36726be-f0a5-4046-9d96-984625a201ac,0,0.314301,1.5e-05,0.004932,0.064593,ALLOW
d7cc9936-aa72-4728-bbf1-2159465944fb,0,0.3699,1.9e-05,0.004932,0.075715,ALLOW
c57d2834-ba96-4848-aa4b-a52ffa90ce15,0,0.329859,1.9e-05,0.004932,0.067707,ALLOW
f0cc832f-7521-497e-b4f8-6d962ca881e6,0,0.321326,1e-05,0.004932,0.065996,ALLOW
9387b14f-5f87-4896-89e9-9c3b7ae274fd,0,0.352421,1.5e-05,0.004932,0.072217,ALLOW
0fe46f8b-0e62-46eb-8703-2c5c3f0a2f18,0,0.3466,1.5e-05,0.004932,0.071053,ALLOW
bdd3d7f8-6358-4e91-9f8e-2acdfe22438c,0,0.457146,1.5e-05,0.004932,0.093162,ALLOW
51ed515c-36ca-4c6c-a6fb-216b373ad6f3,0,0.343383,1e-05,0.004932,0.070407,ALLOW
9a541ea5-0a9f-4a8d-a796-5f1b9e340071,0,0.385516,1.5e-05,0.004932,0.078836,ALLOW
270f4039-0b16-4b7f-853f-13c3764b4de2,0,0.27707,9e-06,0.004932,0.057144,ALLOW
d6e2be1b-5b63-40fa-9f03-48a5d63d73d1,0,0.310407,1.9e-05,0.004932,0.063816,ALLOW
59dd706e-6c91-4640-a50f-69fbb20c6fb6,0,0.442595,9e-06,0.004932,0.090249,ALLOW
4313ad08-c291-4e56-aa68-d0ca669436dd,0,0.309215,1e-05,0.004932,0.063574,ALLOW
c65c7fbd-ac3e-4d5d-9a22-4d2b46f3f48c,0,0.349807,1.9e-05,0.004932,0.071696,ALLOW
2385be67-97ef-4f71-b61f-50c14ac16fe1,0,0.505851,1.9e-05,0.004932,0.102905,ALLOW
4680c31f-fc88-40b0-b19e-c7c92471ac5b,0,0.355688,1.5e-05,0.004932,0.072871,ALLOW
dc60fadd-98a8-4e26-8369-cffc83e763de,0,0.327742,1.5e-05,0.004932,0.067281,ALLOW
6a1c40fd-a96f-4cf1-8bbd-e22206b9ebeb,0,0.35866,1.5e-05,0.004932,0.073465,ALLOW
89898e6a-6405-4b51-80e1-6eb0b8cf0a8c,0,0.277721,1.5e-05,0.004932,0.057277,ALLOW
5a96492c-c9b6-459f-86f8-0b25041369ef,0,0.330429,9e-06,0.004932,0.067816,ALLOW
bc2562a6-86ca-466d-9d6a-07b7eab3532a,0,0.324654,9e-06,0.004932,0.066661,ALLOW
9af4d157-1b27-479c-9c3f-9034dca95d85,0,0.31125,9e-06,0.004932,0.06398,ALLOW
e08f43e8-88f0-4d3e-bb80-349a780226b9,0,0.347108,9e-06,0.004932,0.071152,ALLOW
0a1767ff-59ae-447e-b8c1-9d95aead6fc3,0,0.304375,1.5e-05,0.004932,0.062608,ALLOW
19e1e425-1d38-406b-88f8-1f41842199e0,0,0.305582,1e-05,0.004932,0.062847,ALLOW
6338dc6a-784f-4caa-872f-d29798eb357d,0,0.322885,9e-06,0.004932,0.066307,ALLOW
c18ba2f9-f872-4f54-858f-425a45299981,0,0.317362,1.9e-05,0.004932,0.065207,ALLOW
381237c9-0a1c-4252-acf2-6409da801f7a,0,0.340795,1.9e-05,0.004932,0.069894,ALLOW
e406cb43-310f-441e-bd14-0b7230fc2bae,0,0.379032,1.5e-05,0.004932,0.077539,ALLOW
cd20cd98-727d-4f1d-9348-d513bdf366f9,0,0.432335,1e-05,0.004932,0.088198,ALLOW
2fe04c51-5f13-443d-b5bb-a73f405bd50d,0,0.311596,1e-05,0.004932,0.06405,ALLOW
06a89ad9-15cc-4c52-952a-638fc548350c,0,0.303659,9e-06,0.004932,0.062462,ALLOW
c9f9c8ea-48d6-4803-9491-ff4ea13a5b9f,0,0.281227,1e-05,0.004932,0.057976,ALLOW
026d3c95-3d8f-4129-a9a4-d1777e14a989,0,0.3497,1.9e-05,0.004932,0.071675,ALLOW
26247422-cdf5-4aaa-9513-9a0222fafef9,0,0.320544,1.9e-05,0.004932,0.065844,ALLOW
2bb0a7cd-7286-4c41-a23e-9d2750b8f43a,0,0.325011,1.9e-05,0.004932,0.066737,ALLOW
9bf39b44-4b59-4c5c-8d2c-f8239e323a32,0,0.281866,1e-05,0.004932,0.058104,ALLOW
02f7e080-c8bf-4bc5-979e-b4fcdcd53d38,0,0.368808,1e-05,0.004932,0.075492,ALLOW
e2cd235c-1ca9-4c13-b111-503dc30a347e,0,0.379311,1e-05,0.004932,0.077593,ALLOW
918a3f9d-5f37-4c0f-9ac1-e16ea8efd69d,0,0.34999,1.5e-05,0.004932,0.071731,ALLOW
d43d702e-c93b-4300-8c96-870879cf3073,0,0.375722,1e-05,0.004932,0.076875,ALLOW
f76b09fc-3cf7-4c66-b2a9-a493dad159fe,0,0.301362,1.5e-05,0.004932,0.062005,ALLOW
c76f4019-9b08-4630-ba43-ca60159f5b8f,0,0.278911,9e-06,0.004932,0.057512,ALLOW
905d0ede-7d6a-4ee7-9cff-dcad9f2bc1f8,0,0.333974,9e-06,0.004932,0.068525,ALLOW
990b2eec-4a3b-49ee-a242-09121854ac25,0,0.301609,9e-06,0.004932,0.062052,ALLOW
1e1acdfc-3ef4-4644-a618-b4e23b67c109,0,0.367813,9e-06,0.004932,0.075293,ALLOW
321314fa-6c80-4934-945d-3370ffe305b7,0,0.37399,1.9e-05,0.004932,0.076533,ALLOW
9b7813b8-84b9-44f2-860d-7a0083b8f88c,0,0.348305,1.5e-05,0.004932,0.071394,ALLOW
03c2f07d-2717-49f5-af45-3a62c328d84c,0,0.311375,1e-05,0.004932,0.064006,ALLOW
4abc7331-40d0-442f-9562-3b8eb5be61c5,0,0.326712,9e-06,0.004932,0.067073,ALLOW
c390b9f2-9d98-47f4-a07e-432d5ec2d4b1,0,0.382282,1.5e-05,0.004932,0.078189,ALLOW
df5d18ca-745b-41a5-a43c-fe2d3644ab49,0,0.301275,1.9e-05,0.004932,0.06199,ALLOW
67ff45eb-ed51-4771-a318-9064d8fc8230,0,0.292214,1.5e-05,0.004932,0.060176,ALLOW
6f2cd93a-a067-4e12-9fc6-298bc6d788ae,0,0.328397,1.5e-05,0.004932,0.067412,ALLOW
dc366a4c-bc90-477a-b93c-81d0f1cb9491,0,0.31738,9e-06,0.004932,0.065206,ALLOW
13752ea4-d3e1-40a7-9696-7fe25cc51433,0,0.379633,1.5e-05,0.004932,0.07766,ALLOW
410648d7-1607-41a6-9358-49667dda7aa6,0,0.499948,1e-05,0.004932,0.10172,ALLOW
0e928790-d872-454e-b623-c969a1d878ac,0,0.325866,1.9e-05,0.004932,0.066908,ALLOW
cea2aef2-98c8-4a27-a4dc-c8079d76f2a1,0,0.309077,1.5e-05,0.004932,0.063548,ALLOW
0c472108-62a5-4116-9597-a49d165db542,0,0.479999,1e-05,0.004932,0.09773,ALLOW
b91d2e00-2a62-4d69-baa3-c02cfa5d013b,0,0.335861,1.5e-05,0.004932,0.068905,ALLOW
399d1cac-043a-4cf0-80a6-3f406b8cf21a,0,0.295433,1.9e-05,0.004932,0.060821,ALLOW
9ab30726-1be7-48c9-bfb2-7e7f31e5e23e,0,0.294712,1.5e-05,0.004932,0.060675,ALLOW
6a418407-001c-4a60-b63e-4d5a2ab33eb7,0,0.319671,9e-06,0.004932,0.065664,ALLOW
718db509-49cd-4cd1-bc9b-44e7e8c367a4,0,0.365519,1.5e-05,0.004932,0.074837,ALLOW
2875a170-815f-4539-ba1e-64e83fbbb1dd,0,0.325473,1e-05,0.004932,0.066825,ALLOW
293cf883-38f0-4e22-90aa-05311de90231,0,0.374945,1.9e-05,0.004932,0.076724,ALLOW
27a3e566-b5ef-4c20-afde-bc477c4099a5,0,0.285912,1.9e-05,0.004932,0.058917,ALLOW
73a1d067-6d0a-4a9b-9826-2928a6816f7c,0,0.378949,1.5e-05,0.004932,0.077523,ALLOW
93532596-acbb-46c6-af08-91e41b54c974,0,0.290294,1.9e-05,0.004932,0.059794,ALLOW
7c97b607-693a-4d41-bda1-432090bf3779,0,0.429009,1.9e-05,0.004932,0.087537,ALLOW
23854b90-ff92-4a2b-b4b6-fcf0057c4f03,0,0.303902,1.5e-05,0.004932,0.062513,ALLOW
0041e25f-a941-4960-a9a5-0ef67c5fb37b,0,0.276625,1.5e-05,0.004932,0.057058,ALLOW
08d3b136-48a2-495e-83bb-4a9f172c34b5,0,0.38191,1.9e-05,0.004932,0.078117,ALLOW
1b31939b-97fc-4c98-8430-5e42d92053ad,0,0.431251,1.5e-05,0.004932,0.087983,ALLOW
f9f0d8f3-485e-4a90-9d22-63d835229957,0,0.274571,1.5e-05,0.004932,0.056647,ALLOW
067cfe0f-dece-4bc2-aab5-836a1466b9ae,0,0.305214,9e-06,0.004932,0.062773,ALLOW
dca49405-1c50-4d36-98e9-668e97872f19,0,0.330463,1.5e-05,0.004932,0.067826,ALLOW
5a33be6f-ee41-4f98-82db-1ce8aff77f91,0,0.284136,1.9e-05,0.004932,0.058562,ALLOW
1442d83d-c3ff-414d-8553-7479851fa504,0,0.366155,1e-05,0.004932,0.074962,ALLOW
69a6c294-f703-4431-9fd3-3d6ce3562e4f,0,0.395673,1e-05,0.004932,0.080865,ALLOW
a5e54ea3-a952-41c5-b91c-2e5736397d3d,0,0.300232,1e-05,0.004932,0.061777,ALLOW
4b9713fd-560f-4831-a0af-9a4779b9b020,0,0.325806,9e-06,0.004932,0.066891,ALLOW
4f7a81c4-63d9-47b4-b09f-60f887b64c01,0,0.32111,1.5e-05,0.004932,0.065955,ALLOW
2e641513-5a5c-4854-9241-1f04008bf2c9,0,0.305148,9e-06,0.004932,0.06276,ALLOW
79dfcdf1-2c27-4ac6-bcad-7e5f0c3f077d,0,0.344697,1.5e-05,0.004932,0.070672,ALLOW
8bba6233-d0da-4f99-9567-06c0b7ac93d6,0,0.339793,1.5e-05,0.004932,0.069692,ALLOW
5993fe89-143c-4d1c-9aa8-0f2aab2d2bf9,0,0.436022,1e-05,0.004932,0.088935,ALLOW
f043a751-9de1-41c4-b73a-80293e15be81,0,0.403439,1.9e-05,0.004932,0.082423,ALLOW
85d012c9-7109-4fc6-b34b-3d14a0bfe34d,0,0.283773,1.5e-05,0.004932,0.058488,ALLOW
e4386b87-1802-49a9-a980-7af7a045ca1d,0,0.403009,1.5e-05,0.004932,0.082335,ALLOW
28601f55-d0e7-49e1-92fc-f5ab5ae950e9,0,0.369824,1e-05,0.004932,0.075695,ALLOW
6115a630-c58c-46b2-918a-3371510576f9,0,0.389553,1.5e-05,0.004932,0.079644,ALLOW
30f52ad9-cbbd-4f93-ba62-fc83bea4e6b6,0,0.282757,9e-06,0.004932,0.058282,ALLOW
53cc9d46-d541-48f5-a723-2e305585830b,0,0.282886,1e-05,0.004932,0.058308,ALLOW
3598c283-e27f-414c-9c35-c0e4f404e0f3,0,0.339068,1.5e-05,0.004932,0.069547,ALLOW
f382c7a4-2a3f-4250-a690-79d043d71cf1,0,0.428035,1.5e-05,0.004932,0.08734,ALLOW
4aea5c01-1350-46c5-b6a7-ffdde9c25014,0,0.294712,9e-06,0.004932,0.060673,ALLOW
ab3aa5ae-b180-4c71-ac80-59ac6ac89c34,0,0.321404,1e-05,0.004932,0.066011,ALLOW
e4bf3ec5-0629-470e-a349-0578e2be4d56,0,0.349732,1.9e-05,0.004932,0.071681,ALLOW
163feb92-0d41-4128-a932-2266f32d0788,0,0.303872,9e-06,0.004932,0.062505,ALLOW
ec4c334d-b9d5-4c98-8961-f498a21d0f54,0,0.332613,1.9e-05,0.004932,0.068257,ALLOW
d34525cf-78e1-47a6-a939-e29c0a583517,0,0.362625,1.5e-05,0.004932,0.074258,ALLOW
4dfc2966-59da-493a-b539-58a004d6003b,0,0.288889,1.9e-05,0.004932,0.059513,ALLOW
ab2e02e5-fc48-4bab-9b44-3d83b5cc0d82,0,0.367885,1.9e-05,0.004932,0.075312,ALLOW
21c1f647-a4f5-45e8-a224-d160960e0763,0,0.370071,1.5e-05,0.004932,0.075747,ALLOW
0ef553d6-d005-43a5-bd95-6791a3cec850,0,0.295218,1e-05,0.004932,0.060774,ALLOW
2d3b3efd-80b2-4a50-b8f2-cbe52d765a9a,0,0.403138,1.5e-05,0.004932,0.082361,ALLOW
0e07be07-820a-4647-affd-e877d342dad7,0,0.319725,1e-05,0.004932,0.065676,ALLOW
9586e985-b967-4374-92b8-8a006f56486d,0,0.31904,1.9e-05,0.004932,0.065543,ALLOW
ab186201-a01c-4186-a2ff-c07bc66b105d,0,0.399581,1.9e-05,0.004932,0.081651,ALLOW
9f10bf17-224b-46ae-a1b0-583ade88cffc,0,0.321477,1e-05,0.004932,0.066026,ALLOW
84af59cb-4783-4f16-b3b5-0ffd78983fa8,0,0.317928,1.5e-05,0.004932,0.065319,ALLOW
fb2fc092-4cf1-45b2-b4aa-728f0cac8bcc,0,0.27789,1.9e-05,0.004932,0.057313,ALLOW
ba12ba10-3a92-475b-85b8-8a91d1396d35,0,0.434276,1.9e-05,0.004932,0.08859,ALLOW
4cbc8af5-6d9a-4a7f-b57c-64dfc97437c1,0,0.354975,1e-05,0.004932,0.072726,ALLOW
90dc6a8c-58cf-4d6a-bb9d-33300a977fc2,0,0.348251,1.5e-05,0.004932,0.071383,ALLOW
8976597e-9f60-4d6a-bacf-eb5f899d276f,0,0.310279,1e-05,0.004932,0.063786,ALLOW
46a2c8b7-7804-4148-b89f-107dfdc46398,0,0.354635,1.5e-05,0.004932,0.07266,ALLOW
6247d0eb-a2c2-4e19-a409-2f04f785d840,0,0.482817,1.5e-05,0.004932,0.098296,ALLOW
fff2ec06-d45e-4aa3-bdcc-025863726e22,0,0.357121,1.9e-05,0.004932,0.073159,ALLOW
e9ecbea8-7966-4fbc-8bee-7cf4a18af254,0,0.356901,1.9e-05,0.004932,0.073115,ALLOW
40be0227-b98d-4d99-a241-825ce0cd94e2,0,0.287131,1e-05,0.004932,0.059157,ALLOW
7ba46f0b-17d6-4ede-a544-fefd21cd8516,0,0.324786,1e-05,0.004932,0.066688,ALLOW
e685f36a-91f6-4f3d-842c-c31b37db8e62,0,0.303818,9e-06,0.004932,0.062494,ALLOW
4261cd8b-53bc-4428-a8b9-a8d61d3ba900,0,0.331819,1.9e-05,0.004932,0.068099,ALLOW
174e57e5-dae5-4f2b-b7e5-38d155c9ff84,0,0.333464,1.9e-05,0.004932,0.068428,ALLOW
085cf90c-242d-4c7b-8c7a-1d3e6f95a418,0,0.323734,1e-05,0.004932,0.066477,ALLOW
304f8000-979c-49fe-9e8b-7ac13eed071b,0,0.337332,1e-05,0.004932,0.069197,ALLOW
f4ac134a-09b5-4125-95ed-0f55d45e9f60,0,0.30012,1.5e-05,0.004932,0.061757,ALLOW
ef89b555-daec-4c98-a73a-8eb0199a6e4d,0,0.339214,1.9e-05,0.004932,0.069578,ALLOW
070a217d-3f7e-432e-bf5a-c71cfda2301f,0,0.297022,1.5e-05,0.004932,0.061137,ALLOW
ba2179d2-cdc2-4387-91b4-a6dd6098e037,0,0.335363,1e-05,0.004932,0.068803,ALLOW
c26c3e55-63aa-43d9-93af-e6a5fe63eb79,0,0.31323,1e-05,0.004932,0.064377,ALLOW
dd1fee79-e13c-444f-b19a-d0253ad742f6,0,0.442171,1e-05,0.004932,0.090165,ALLOW
b5a223c7-741c-4b42-b4fa-bb9a0a91f8cb,0,0.28814,1e-05,0.004932,0.059359,ALLOW
76bd1338-bf6d-4f9f-8d7f-642da9aff176,0,0.330323,9e-06,0.004932,0.067795,ALLOW
b949a052-4e80-438c-a9e1-289af03e55b2,0,0.338434,1.5e-05,0.004932,0.06942,ALLOW
29b76256-3b9e-429f-b54d-cb58b850c220,0,0.365771,1.9e-05,0.004932,0.074889,ALLOW
7a40aad3-05d9-430a-8c98-4eb9252fa69f,0,0.341889,1e-05,0.004932,0.070108,ALLOW
66c3d2a6-8c39-4e83-95d2-322e33df49d0,0,0.30923,1.5e-05,0.004932,0.063579,ALLOW
309a16af-3147-43a0-8b0c-8ca5de4a1e97,0,0.322955,1e-05,0.004932,0.066322,ALLOW
ce376ecf-a58d-4d2b-a9bf-885afe42703d,0,0.447429,1.5e-05,0.004932,0.091219,ALLOW
f78363b1-4a5f-4d6e-b4bf-1b426d220132,0,0.330019,1.9e-05,0.004932,0.067739,ALLOW
49eeeb29-fcbb-4476-a938-275a6ff34fb4,0,0.377855,1.5e-05,0.004932,0.077304,ALLOW
a66b2d5f-42c1-42dd-afe8-3752b176afb3,0,0.374527,1.5e-05,0.004932,0.076638,ALLOW
04a8a5a1-87e5-45d3-8691-66970768364b,0,0.502545,1.9e-05,0.004932,0.102244,ALLOW
542fcb60-93be-4a9d-a3f7-b7683da3de16,0,0.30855,9e-06,0.004932,0.06344,ALLOW
99e9a65b-3d5a-4659-9680-684b5d6cedf8,0,0.560634,1.9e-05,0.004932,0.113862,ALLOW
b50c1477-b794-4b23-91ab-b845c3016315,0,0.287726,1.5e-05,0.004932,0.059278,ALLOW
295b1cef-0b92-4ac3-bec2-3fe8cb9a2c37,1,0.590793,0.499994,0.987663,0.987663,BLOCK
81a9810e-8037-47ce-9a36-9e86b8019779,1,0.618589,0.000137,0.987663,0.987663,BLOCK
f70bc45a-0b0e-4e47-bb0b-9961e39cfb9f,1,0.618589,0.000137,0.987663,0.987663,BLOCK
c49549b5-0f12-4a16-8957-ac6689349620,1,0.53239,0.000137,0.987663,0.987663,BLOCK
eed548df-3af1-4b60-ad78-5440e60bc1a3,1,0.618589,0.499994,0.987663,0.987663,BLOCK
4d12b6b3-8f73-46e4-9d91-9693f601f764,1,0.61195,0.499994,0.987663,0.987663,BLOCK
25b58af1-d75e-4eb9-94ff-5b966397ee65,1,0.618589,0.499994,0.987663,0.987663,BLOCK
bc2c6b94-828a-4beb-95ac-778bf227af56,1,0.480527,0.499994,0.987663,0.987663,BLOCK
ed440e9d-e74a-45b8-9bc2-d1d628d30838,1,0.618589,0.000137,0.987663,0.987663,BLOCK
7c4228a9-dff0-4783-8c43-c8c71bf752ed,1,0.618589,0.499994,0.987663,0.987663,BLOCK
c1ae824f-5976-4085-9a49-2513cb1c187e,1,0.618589,0.000137,0.987663,0.987663,BLOCK
f13fec58-9ed3-46a9-8d35-1ed592409f88,1,0.618589,0.000137,0.987663,0.987663,BLOCK
822d5c2b-c2a7-43aa-bc76-4b3c3491e26d,1,0.618589,0.499994,0.987663,0.987663,BLOCK
18e97676-9e7a-4e0f-968f-c219a0b19070,1,0.618589,0.000137,0.987663,0.987663,BLOCK
d4063f96-5d93-49e8-87be-e5daf115bd59,1,0.618589,0.000137,0.987663,0.987663,BLOCK
aec8c64c-5fc2-4b02-8fd1-c779e269b132,1,0.618589,0.000137,0.987663,0.987663,BLOCK
89c4d0a9-4c7e-4d4d-b82e-ef9183f39af9,1,0.618589,0.499994,0.987663,0.987663,BLOCK
e0512793-c73f-4d3a-9cb1-36d6dd7bf76a,1,0.618589,0.000137,0.987663,0.987663,BLOCK
bb742516-ec99-455f-afba-9152f15805c0,1,0.618589,0.499994,0.987663,0.987663,BLOCK
18eb26b1-b149-4380-bfaa-cc0ea568c123,1,0.593788,0.000137,0.987663,0.987663,BLOCK
4354aa07-8497-47e5-920a-029fece408b9,1,0.618589,0.000137,0.987663,0.987663,BLOCK
2ea56317-1d3a-47d4-9838-17a5050c639e,1,0.446552,0.000137,0.987663,0.987663,BLOCK
e736960e-ca97-48f2-8ca9-da8adf4e860e,1,0.618589,0.499994,0.987663,0.987663,BLOCK
b06e66ac-7c48-4406-981e-571539a72228,1,0.618589,0.000137,0.987663,0.987663,BLOCK
b4239a1b-a6b2-4952-afd1-4f2f464d28f2,1,0.618589,0.499994,0.987663,0.987663,BLOCK
3884f40f-3e2f-4225-9de3-26cae659a6be,1,0.618589,0.499994,0.987663,0.987663,BLOCK
7560bcdb-b103-43a2-8f5a-1cac4873aff4,1,0.618589,0.000137,0.987663,0.987663,BLOCK
a34e305d-54ce-4739-873b-24d7976222bf,1,0.562958,0.000137,0.987663,0.987663,BLOCK
851acf21-3a59-4a56-baa4-e9e4a79a2ad7,1,0.618589,0.000137,0.987663,0.987663,BLOCK
25420deb-4aae-4744-85ad-c11a2294c3ad,1,0.618589,0.499994,0.987663,0.987663,BLOCK
34579274-d46b-4282-8d64-141fe1d1bda1,1,0.618589,0.000137,0.987663,0.987663,BLOCK
4e867fce-4975-401f-b7bc-4efa50820ac1,1,0.437311,0.499994,0.987663,0.987663,BLOCK
b6272971-a6bf-4fcd-9c0d-f4781776d437,1,0.618589,0.000137,0.987663,0.987663,BLOCK
685fbf4d-38bb-4981-ba72-abeef496d2d6,1,0.618589,0.000137,0.987663,0.987663,BLOCK
d2d14093-fb01-4f22-8bb2-327d8ae3543d,1,0.618589,0.000137,0.987663,0.987663,BLOCK
172d9466-c3a3-4ab3-a94a-8aa3a082fb0c,1,0.463142,0.000137,0.987663,0.987663,BLOCK
81bb0e1b-a172-4d97-91ea-fc327d2a2b3c,1,0.582268,0.000137,0.987663,0.987663,BLOCK
dae90cd9-16ba-4529-9dda-491f44a22af5,1,0.618589,0.499994,0.987663,0.987663,BLOCK
feb9fa72-755b-4691-add1-1e6cdb5ba63e,1,0.455956,0.499994,0.987663,0.987663,BLOCK
5231988d-aa09-4990-b24f-4dbc43cc66e3,1,0.49971,0.499994,0.987663,0.987663,BLOCK
c7c38711-f83e-43a2-bb45-b9dce8e5b1cd,1,0.618589,0.499994,0.987663,0.987663,BLOCK
810f2338-26dc-4107-a3a1-8eace85e9fa8,1,0.577356,0.000137,0.987663,0.987663,BLOCK
317c6daf-93a8-4b05-99e3-b13eb756b5c1,1,0.618589,0.000137,0.987663,0.987663,BLOCK
cc5abd47-f656-4ca4-9663-29694a92e62e,1,0.618589,0.499994,0.987663,0.987663,BLOCK
9c96283c-d705-4541-955f-6ff8860b8187,1,0.618589,0.499994,0.987663,0.987663,BLOCK
41383679-fe8f-4f10-b44a-a8dc2f0f27ed,1,0.618589,0.499994,0.987663,0.987663,BLOCK
d10a84ca-e19a-4926-802a-eb622e33d87f,1,0.618589,0.000137,0.987663,0.987663,BLOCK
